product_id,product_name,category,returns_percent,risk_level,news_summary,user_id,user_age,user_risk_appetite,investment_goal,age_group
FUND07703,ICICI Growth Fund,Index,8.71,Low,Federal Reserve hints at interest rate cuts,USER1435,63,Moderate,tax saving,
FUND07704,Axis Balanced Fund,Index,16.97,Low,Strong corporate earnings boost investor sentiment,USER1330,52,Low,tax saving,46-60
FUND07705,Axis Balanced Fund,Equity,8.19,Low,High-risk funds show unexpected performance,USER1300,27,Moderate,long-term growth,26-35
FUND07706,SBI Tax Saver Fund,Sectoral,10.5,Moderate,Financial sector poised for recovery,USER1921,41,Moderate,short-term gain,36-45
FUND07707,Axis Tax Saver Fund,Balanced,19.88,Low,Mutual funds see record inflows this quarter,USER1259,54,Low,child education,46-60
FUND07708,Kotak Balanced Fund,Index,11.76,High,Mutual funds see record inflows this quarter,USER1840,64,Moderate,child education,
FUND07709,SBI Tax Saver Fund,Debt,8.37,Low,Strong corporate earnings boost investor sentiment,USER1605,63,Moderate,child education,
FUND07710,ICICI Growth Fund,Hybrid,7.61,Moderate,Federal Reserve hints at interest rate cuts,USER1453,60,Low,child education,46-60
FUND07711,ICICI Tax Saver Fund,Hybrid,13.66,Moderate,Investors shift focus to emerging markets,USER0934,62,Low,long-term growth,
FUND07712,Axis Balanced Fund,Hybrid,5.33,High,Financial sector poised for recovery,USER1722,28,High,retirement,26-35
FUND07713,SBI Balanced Fund,Balanced,10.76,High,Index funds outperform actively managed peers,USER0129,28,High,retirement,26-35
FUND07714,ICICI Index Fund,Balanced,13.67,Moderate,Investors shift focus to emerging markets,USER0470,29,High,long-term growth,26-35
FUND07715,SBI Index Fund,Debt,18.5,Low,Strong corporate earnings boost investor sentiment,USER0440,38,Low,retirement,36-45
FUND07716,Kotak Growth Fund,Index,15.34,Low,Financial sector poised for recovery,USER1701,51,Low,short-term gain,46-60
FUND07717,Kotak Tax Saver Fund,Balanced,8.43,Moderate,Investors shift focus to emerging markets,USER1764,22,Moderate,short-term gain,18-25
FUND07718,HDFC Balanced Fund,Index,17.89,High,Investors shift focus to emerging markets,USER1638,54,Moderate,long-term growth,46-60
FUND07719,SBI Tax Saver Fund,Balanced,10.5,Low,Markets rally as tech stocks gain momentum,USER1343,28,Low,tax saving,26-35
FUND07720,HDFC Balanced Fund,Balanced,5.82,Moderate,Investors shift focus to emerging markets,USER0082,56,Low,long-term growth,46-60
FUND07721,Axis Value Fund,Sectoral,11.14,Moderate,Index funds outperform actively managed peers,USER0395,58,High,child education,46-60
FUND07722,HDFC Tax Saver Fund,Index,19.19,Moderate,Index funds outperform actively managed peers,USER1443,26,High,tax saving,26-35
FUND07723,HDFC Index Fund,Balanced,12.83,High,Federal Reserve hints at interest rate cuts,USER0771,61,Moderate,tax saving,
FUND07724,ICICI Balanced Fund,Hybrid,12.06,Low,Mutual funds see record inflows this quarter,USER1433,23,Low,long-term growth,18-25
FUND07725,Kotak Growth Fund,Equity,20.19,Low,Investors shift focus to emerging markets,USER1371,46,Low,tax saving,46-60
FUND07726,Axis Growth Fund,Debt,4.84,Moderate,Markets rally as tech stocks gain momentum,USER0235,42,Low,long-term growth,36-45
FUND07727,Kotak Growth Fund,Equity,5.57,Moderate,Index funds outperform actively managed peers,USER1952,29,Low,retirement,26-35
FUND07728,ICICI Tax Saver Fund,Sectoral,3.92,Moderate,Financial sector poised for recovery,USER1934,60,High,retirement,46-60
FUND07729,Kotak Growth Fund,Equity,13.86,Low,Mutual funds see record inflows this quarter,USER1807,22,Low,long-term growth,18-25
FUND07730,ICICI Balanced Fund,Hybrid,12.83,Moderate,Investors shift focus to emerging markets,USER1792,39,Moderate,tax saving,36-45
FUND07731,ICICI Index Fund,Balanced,19.71,Moderate,Federal Reserve hints at interest rate cuts,USER0085,29,Moderate,retirement,26-35
FUND07732,Axis Balanced Fund,Balanced,13.22,Moderate,High-risk funds show unexpected performance,USER1360,42,Moderate,tax saving,36-45
FUND07733,Kotak Growth Fund,Hybrid,9.98,Low,Economic growth forecasts revised upward,USER0305,22,High,short-term gain,18-25
FUND07734,Kotak Tax Saver Fund,Balanced,12.01,Moderate,Index funds outperform actively managed peers,USER0507,47,Low,tax saving,46-60
FUND07735,HDFC Growth Fund,Equity,12.59,Moderate,Markets rally as tech stocks gain momentum,USER0699,28,Moderate,retirement,26-35
FUND07736,Axis Tax Saver Fund,Debt,3.64,Low,Federal Reserve hints at interest rate cuts,USER0341,28,Low,long-term growth,26-35
FUND07737,HDFC Value Fund,Sectoral,25.55,Low,Investors shift focus to emerging markets,USER0367,55,Low,child education,46-60
FUND07738,HDFC Index Fund,Equity,14.6,Moderate,Economic growth forecasts revised upward,USER1798,46,Low,short-term gain,46-60
FUND07739,Kotak Tax Saver Fund,Balanced,13.05,High,Financial sector poised for recovery,USER1364,32,High,long-term growth,26-35
FUND07740,HDFC Growth Fund,Equity,15.08,Moderate,Economic growth forecasts revised upward,USER1225,35,Moderate,child education,26-35
FUND07741,ICICI Growth Fund,Debt,15.55,High,Investors shift focus to emerging markets,USER0417,28,High,tax saving,26-35
FUND07742,Kotak Index Fund,Index,11.3,Low,Mutual funds see record inflows this quarter,USER1303,60,Moderate,child education,46-60
FUND07743,Axis Tax Saver Fund,Equity,8.84,High,Markets rally as tech stocks gain momentum,USER0321,44,Moderate,child education,36-45
FUND07744,HDFC Tax Saver Fund,Sectoral,15.0,Low,Mutual funds see record inflows this quarter,USER0511,30,Moderate,tax saving,26-35
FUND07745,ICICI Value Fund,Debt,13.93,Low,Markets rally as tech stocks gain momentum,USER0009,50,Low,long-term growth,46-60
FUND07746,ICICI Value Fund,Sectoral,7.95,High,High-risk funds show unexpected performance,USER1717,52,Low,tax saving,46-60
FUND07747,SBI Value Fund,Sectoral,19.1,Moderate,Oil prices stabilize amid geopolitical tensions,USER0617,31,Moderate,short-term gain,26-35
FUND07748,ICICI Growth Fund,Debt,13.47,Moderate,Investors shift focus to emerging markets,USER1127,32,High,child education,26-35
FUND07749,ICICI Growth Fund,Index,15.65,Low,Strong corporate earnings boost investor sentiment,USER0473,46,Low,long-term growth,46-60
FUND07750,Axis Tax Saver Fund,Balanced,18.96,Low,Financial sector poised for recovery,USER0306,33,Low,long-term growth,26-35
FUND07751,Axis Tax Saver Fund,Equity,12.11,Low,Federal Reserve hints at interest rate cuts,USER0133,29,Moderate,long-term growth,26-35
FUND07752,Kotak Index Fund,Equity,13.58,Low,Oil prices stabilize amid geopolitical tensions,USER0958,39,High,short-term gain,36-45
FUND07753,SBI Index Fund,Equity,16.05,High,Financial sector poised for recovery,USER1409,46,High,tax saving,46-60
FUND07754,HDFC Index Fund,Equity,8.38,Low,Strong corporate earnings boost investor sentiment,USER0719,26,Moderate,tax saving,26-35
FUND07755,ICICI Growth Fund,Sectoral,12.27,High,Oil prices stabilize amid geopolitical tensions,USER0954,40,Low,retirement,36-45
FUND07756,SBI Growth Fund,Debt,12.63,Moderate,Markets rally as tech stocks gain momentum,USER0819,53,Moderate,retirement,46-60
FUND07757,Axis Growth Fund,Debt,7.22,High,Oil prices stabilize amid geopolitical tensions,USER0778,30,Moderate,child education,26-35
FUND07758,Kotak Growth Fund,Hybrid,23.59,Low,Investors shift focus to emerging markets,USER1724,64,High,child education,
FUND07759,HDFC Balanced Fund,Sectoral,4.96,Moderate,Mutual funds see record inflows this quarter,USER1076,59,High,child education,46-60
FUND07760,SBI Value Fund,Debt,5.51,Moderate,Markets rally as tech stocks gain momentum,USER1064,25,Moderate,long-term growth,18-25
FUND07761,HDFC Tax Saver Fund,Debt,18.57,Moderate,Investors shift focus to emerging markets,USER0990,55,Moderate,child education,46-60
FUND07762,Axis Tax Saver Fund,Hybrid,15.57,Moderate,High-risk funds show unexpected performance,USER0005,22,Moderate,long-term growth,18-25
FUND07763,Axis Value Fund,Index,6.87,Low,Strong corporate earnings boost investor sentiment,USER0878,55,High,child education,46-60
FUND07764,Kotak Growth Fund,Debt,15.04,High,Financial sector poised for recovery,USER0723,27,Moderate,retirement,26-35
FUND07765,HDFC Growth Fund,Balanced,19.34,Moderate,Economic growth forecasts revised upward,USER0200,51,Low,long-term growth,46-60
FUND07766,SBI Tax Saver Fund,Equity,11.85,High,Investors shift focus to emerging markets,USER1765,50,Low,child education,46-60
FUND07767,Axis Growth Fund,Sectoral,24.99,Moderate,Oil prices stabilize amid geopolitical tensions,USER0676,39,Moderate,retirement,36-45
FUND07768,ICICI Balanced Fund,Balanced,3.38,Low,Index funds outperform actively managed peers,USER0780,34,Low,retirement,26-35
FUND07769,HDFC Value Fund,Hybrid,15.47,Low,Oil prices stabilize amid geopolitical tensions,USER0412,23,Moderate,child education,18-25
FUND07770,HDFC Balanced Fund,Equity,17.83,Moderate,Index funds outperform actively managed peers,USER1936,63,High,short-term gain,
FUND07771,ICICI Value Fund,Equity,16.46,Moderate,Strong corporate earnings boost investor sentiment,USER0986,57,Moderate,tax saving,46-60
FUND07772,Kotak Index Fund,Balanced,10.98,Low,Strong corporate earnings boost investor sentiment,USER0566,65,Moderate,tax saving,
FUND07773,Axis Growth Fund,Index,10.55,High,Markets rally as tech stocks gain momentum,USER1093,23,High,retirement,18-25
FUND07774,SBI Value Fund,Hybrid,14.22,Low,Oil prices stabilize amid geopolitical tensions,USER0181,60,High,retirement,46-60
FUND07775,SBI Balanced Fund,Balanced,16.08,Moderate,High-risk funds show unexpected performance,USER1737,55,High,retirement,46-60
FUND07776,SBI Growth Fund,Equity,15.01,Low,Economic growth forecasts revised upward,USER0195,41,Moderate,retirement,36-45
FUND07777,SBI Value Fund,Index,17.2,High,Mutual funds see record inflows this quarter,USER0492,59,Low,short-term gain,46-60
FUND07778,HDFC Index Fund,Sectoral,6.91,High,Strong corporate earnings boost investor sentiment,USER1152,29,Low,retirement,26-35
FUND07779,Kotak Tax Saver Fund,Hybrid,10.86,High,Oil prices stabilize amid geopolitical tensions,USER0646,36,Moderate,short-term gain,36-45
FUND07780,Kotak Value Fund,Index,7.3,Moderate,Financial sector poised for recovery,USER0140,49,Low,child education,46-60
FUND07781,Kotak Value Fund,Sectoral,10.07,High,Financial sector poised for recovery,USER1515,59,Moderate,tax saving,46-60
FUND07782,Kotak Balanced Fund,Equity,17.08,Low,Financial sector poised for recovery,USER0994,48,Moderate,retirement,46-60
FUND07783,SBI Growth Fund,Sectoral,12.54,High,Strong corporate earnings boost investor sentiment,USER0816,41,Moderate,child education,36-45
FUND07784,SBI Index Fund,Index,25.03,Moderate,Investors shift focus to emerging markets,USER0643,33,Moderate,short-term gain,26-35
FUND07785,Axis Balanced Fund,Hybrid,12.97,Moderate,Index funds outperform actively managed peers,USER1205,37,Moderate,retirement,36-45
FUND07786,Kotak Value Fund,Debt,12.3,Low,Mutual funds see record inflows this quarter,USER1375,64,Low,long-term growth,
FUND07787,Axis Growth Fund,Index,12.53,Low,Index funds outperform actively managed peers,USER0401,28,Moderate,child education,26-35
FUND07788,Axis Index Fund,Debt,8.81,High,Markets rally as tech stocks gain momentum,USER0018,48,Low,long-term growth,46-60
FUND07789,SBI Index Fund,Hybrid,11.71,Low,Oil prices stabilize amid geopolitical tensions,USER1898,41,Moderate,short-term gain,36-45
FUND07790,SBI Index Fund,Equity,17.64,Moderate,Oil prices stabilize amid geopolitical tensions,USER0059,23,High,long-term growth,18-25
FUND07791,HDFC Growth Fund,Equity,12.57,Moderate,Markets rally as tech stocks gain momentum,USER0196,56,Moderate,long-term growth,46-60
FUND07792,SBI Growth Fund,Debt,8.03,Low,Index funds outperform actively managed peers,USER1744,60,High,tax saving,46-60
FUND07793,Axis Tax Saver Fund,Balanced,7.37,Moderate,Economic growth forecasts revised upward,USER0796,36,High,short-term gain,36-45
FUND07794,ICICI Value Fund,Equity,9.75,High,Strong corporate earnings boost investor sentiment,USER0119,47,Moderate,tax saving,46-60
FUND07795,Kotak Index Fund,Equity,12.37,Low,Federal Reserve hints at interest rate cuts,USER1535,22,Moderate,retirement,18-25
FUND07796,HDFC Index Fund,Index,17.97,High,Strong corporate earnings boost investor sentiment,USER1554,38,Moderate,child education,36-45
FUND07797,Kotak Growth Fund,Balanced,5.3,Moderate,Index funds outperform actively managed peers,USER1636,23,Moderate,tax saving,18-25
FUND07798,HDFC Index Fund,Debt,10.4,High,Economic growth forecasts revised upward,USER1934,60,High,retirement,46-60
FUND07799,ICICI Growth Fund,Index,12.72,Moderate,Oil prices stabilize amid geopolitical tensions,USER1476,42,Low,child education,36-45
FUND07800,ICICI Balanced Fund,Sectoral,2.83,High,Investors shift focus to emerging markets,USER0809,58,Low,child education,46-60
FUND07801,HDFC Growth Fund,Hybrid,7.83,High,Financial sector poised for recovery,USER1252,50,High,tax saving,46-60
FUND07802,ICICI Balanced Fund,Debt,8.6,Low,Markets rally as tech stocks gain momentum,USER0390,53,Low,retirement,46-60
FUND07803,Kotak Balanced Fund,Debt,8.02,Low,Index funds outperform actively managed peers,USER0483,39,High,short-term gain,36-45
FUND07804,Kotak Balanced Fund,Hybrid,12.96,Low,Mutual funds see record inflows this quarter,USER0651,54,Moderate,short-term gain,46-60
FUND07805,Kotak Value Fund,Index,11.2,Moderate,Markets rally as tech stocks gain momentum,USER0575,25,Moderate,retirement,18-25
FUND07806,ICICI Tax Saver Fund,Debt,9.22,Moderate,Mutual funds see record inflows this quarter,USER1904,50,Moderate,tax saving,46-60
FUND07807,Kotak Tax Saver Fund,Sectoral,14.14,Moderate,Markets rally as tech stocks gain momentum,USER0423,24,Moderate,short-term gain,18-25
FUND07808,HDFC Growth Fund,Hybrid,20.62,Low,Strong corporate earnings boost investor sentiment,USER0640,58,Low,child education,46-60
FUND07809,HDFC Tax Saver Fund,Hybrid,20.2,Moderate,Index funds outperform actively managed peers,USER1608,22,High,tax saving,18-25
FUND07810,Kotak Growth Fund,Debt,2.39,Moderate,High-risk funds show unexpected performance,USER0110,57,High,short-term gain,46-60
FUND07811,HDFC Growth Fund,Debt,14.89,Moderate,Federal Reserve hints at interest rate cuts,USER1787,54,Moderate,short-term gain,46-60
FUND07812,HDFC Value Fund,Debt,11.11,Moderate,Mutual funds see record inflows this quarter,USER1797,32,Low,tax saving,26-35
FUND07813,Axis Balanced Fund,Debt,12.78,High,Financial sector poised for recovery,USER0383,25,High,long-term growth,18-25
FUND07814,Kotak Tax Saver Fund,Debt,10.01,Low,Markets rally as tech stocks gain momentum,USER1968,55,High,child education,46-60
FUND07815,Axis Value Fund,Equity,12.59,High,Mutual funds see record inflows this quarter,USER1438,53,Low,retirement,46-60
FUND07816,SBI Index Fund,Sectoral,12.76,Low,Federal Reserve hints at interest rate cuts,USER1794,56,High,tax saving,46-60
FUND07817,Kotak Index Fund,Sectoral,9.11,Low,Index funds outperform actively managed peers,USER1544,62,Moderate,child education,
FUND07818,HDFC Balanced Fund,Sectoral,7.52,Low,Investors shift focus to emerging markets,USER0576,23,High,retirement,18-25
FUND07819,HDFC Growth Fund,Hybrid,9.76,Low,Oil prices stabilize amid geopolitical tensions,USER1007,59,Moderate,retirement,46-60
FUND07820,Kotak Value Fund,Balanced,13.17,Moderate,High-risk funds show unexpected performance,USER0541,43,Low,retirement,36-45
FUND07821,ICICI Value Fund,Equity,14.99,High,High-risk funds show unexpected performance,USER1433,23,Low,long-term growth,18-25
FUND07822,SBI Balanced Fund,Sectoral,16.27,Low,Investors shift focus to emerging markets,USER1535,22,Moderate,retirement,18-25
FUND07823,SBI Value Fund,Index,9.53,High,Federal Reserve hints at interest rate cuts,USER1990,61,Moderate,child education,
FUND07824,Axis Index Fund,Hybrid,13.42,High,Markets rally as tech stocks gain momentum,USER1668,26,Low,retirement,26-35
FUND07825,ICICI Tax Saver Fund,Equity,16.81,Low,Financial sector poised for recovery,USER1135,58,Low,tax saving,46-60
FUND07826,HDFC Tax Saver Fund,Balanced,17.83,High,Markets rally as tech stocks gain momentum,USER0857,61,Moderate,tax saving,
FUND07827,Kotak Balanced Fund,Equity,11.71,Moderate,High-risk funds show unexpected performance,USER1917,65,Moderate,short-term gain,
FUND07828,ICICI Value Fund,Index,10.9,High,Strong corporate earnings boost investor sentiment,USER0705,57,Moderate,short-term gain,46-60
FUND07829,HDFC Balanced Fund,Index,12.96,High,Strong corporate earnings boost investor sentiment,USER1410,34,High,child education,26-35
FUND07830,Kotak Growth Fund,Balanced,6.25,Low,Strong corporate earnings boost investor sentiment,USER1155,64,High,tax saving,
FUND07831,HDFC Balanced Fund,Balanced,11.03,High,High-risk funds show unexpected performance,USER0333,40,High,retirement,36-45
FUND07832,Axis Value Fund,Debt,15.72,High,Financial sector poised for recovery,USER0683,31,Moderate,long-term growth,26-35
FUND07833,Axis Tax Saver Fund,Sectoral,15.21,Low,Oil prices stabilize amid geopolitical tensions,USER0658,48,Low,long-term growth,46-60
FUND07834,SBI Value Fund,Sectoral,10.65,Moderate,Financial sector poised for recovery,USER1636,23,Moderate,tax saving,18-25
FUND07835,SBI Index Fund,Hybrid,13.09,High,Federal Reserve hints at interest rate cuts,USER0072,25,High,short-term gain,18-25
FUND07836,Kotak Value Fund,Balanced,7.88,Low,Federal Reserve hints at interest rate cuts,USER0841,26,Moderate,long-term growth,26-35
FUND07837,Kotak Value Fund,Debt,15.52,High,High-risk funds show unexpected performance,USER0167,49,Low,child education,46-60
FUND07838,HDFC Index Fund,Sectoral,11.61,Moderate,Federal Reserve hints at interest rate cuts,USER0442,24,Low,short-term gain,18-25
FUND07839,Kotak Growth Fund,Balanced,10.62,Moderate,High-risk funds show unexpected performance,USER0306,33,Low,long-term growth,26-35
FUND07840,SBI Balanced Fund,Sectoral,10.19,High,Strong corporate earnings boost investor sentiment,USER1563,44,Moderate,long-term growth,36-45
FUND07841,Kotak Index Fund,Equity,11.69,Moderate,Markets rally as tech stocks gain momentum,USER0442,24,Low,short-term gain,18-25
FUND07842,HDFC Growth Fund,Index,9.76,Moderate,Markets rally as tech stocks gain momentum,USER1367,58,Low,long-term growth,46-60
FUND07843,Axis Index Fund,Debt,15.29,Low,Oil prices stabilize amid geopolitical tensions,USER0720,64,High,retirement,
FUND07844,Axis Value Fund,Hybrid,10.02,Moderate,Strong corporate earnings boost investor sentiment,USER1257,56,High,long-term growth,46-60
FUND07845,HDFC Growth Fund,Index,19.96,Moderate,Mutual funds see record inflows this quarter,USER0514,49,High,long-term growth,46-60
FUND07846,ICICI Index Fund,Index,19.33,Low,Economic growth forecasts revised upward,USER0724,24,Moderate,tax saving,18-25
FUND07847,ICICI Index Fund,Balanced,7.54,High,Index funds outperform actively managed peers,USER1322,61,Moderate,tax saving,
FUND07848,HDFC Value Fund,Sectoral,12.35,High,Index funds outperform actively managed peers,USER0772,28,Moderate,retirement,26-35
FUND07849,HDFC Balanced Fund,Hybrid,8.75,Low,Strong corporate earnings boost investor sentiment,USER1976,61,Moderate,tax saving,
FUND07850,HDFC Tax Saver Fund,Hybrid,10.37,Low,Index funds outperform actively managed peers,USER1509,48,Moderate,child education,46-60
FUND07851,Axis Index Fund,Sectoral,22.01,High,Economic growth forecasts revised upward,USER1403,25,Moderate,retirement,18-25
FUND07852,ICICI Tax Saver Fund,Index,10.46,Moderate,Mutual funds see record inflows this quarter,USER1566,30,High,short-term gain,26-35
FUND07853,SBI Value Fund,Index,13.8,Moderate,High-risk funds show unexpected performance,USER1701,51,Low,short-term gain,46-60
FUND07854,ICICI Value Fund,Equity,14.71,High,Oil prices stabilize amid geopolitical tensions,USER0548,57,High,short-term gain,46-60
FUND07855,SBI Balanced Fund,Debt,7.0,High,High-risk funds show unexpected performance,USER1102,31,High,child education,26-35
FUND07856,ICICI Value Fund,Debt,7.72,Low,Strong corporate earnings boost investor sentiment,USER1629,47,High,child education,46-60
FUND07857,SBI Tax Saver Fund,Equity,5.97,Low,Strong corporate earnings boost investor sentiment,USER1061,44,High,long-term growth,36-45
FUND07858,SBI Growth Fund,Index,7.57,High,Financial sector poised for recovery,USER0348,63,Low,tax saving,
FUND07859,ICICI Value Fund,Equity,-2.25,High,Economic growth forecasts revised upward,USER0828,43,Low,short-term gain,36-45
FUND07860,SBI Value Fund,Debt,14.72,Moderate,Economic growth forecasts revised upward,USER0094,47,Low,long-term growth,46-60
FUND07861,Kotak Growth Fund,Hybrid,22.27,High,Economic growth forecasts revised upward,USER0342,22,High,short-term gain,18-25
FUND07862,SBI Value Fund,Index,12.74,Moderate,Markets rally as tech stocks gain momentum,USER1431,28,Moderate,tax saving,26-35
FUND07863,Kotak Growth Fund,Index,4.92,Low,High-risk funds show unexpected performance,USER1378,34,Low,long-term growth,26-35
FUND07864,Axis Tax Saver Fund,Index,8.79,Low,Investors shift focus to emerging markets,USER1510,37,High,retirement,36-45
FUND07865,ICICI Value Fund,Debt,9.71,Moderate,Oil prices stabilize amid geopolitical tensions,USER1146,36,Low,child education,36-45
FUND07866,Axis Growth Fund,Debt,6.91,Low,Economic growth forecasts revised upward,USER1057,53,Moderate,short-term gain,46-60
FUND07867,ICICI Balanced Fund,Sectoral,16.3,Moderate,Economic growth forecasts revised upward,USER0452,42,Moderate,long-term growth,36-45
FUND07868,Kotak Value Fund,Hybrid,16.05,Low,Markets rally as tech stocks gain momentum,USER0991,31,Moderate,short-term gain,26-35
FUND07869,ICICI Growth Fund,Hybrid,6.22,High,Strong corporate earnings boost investor sentiment,USER1853,23,Moderate,child education,18-25
FUND07870,Kotak Balanced Fund,Sectoral,15.63,Moderate,High-risk funds show unexpected performance,USER0873,59,Moderate,long-term growth,46-60
FUND07871,ICICI Growth Fund,Hybrid,19.63,Low,Strong corporate earnings boost investor sentiment,USER0120,55,Low,long-term growth,46-60
FUND07872,ICICI Tax Saver Fund,Index,21.51,Moderate,Federal Reserve hints at interest rate cuts,USER1507,27,High,child education,26-35
FUND07873,ICICI Tax Saver Fund,Sectoral,26.33,Low,Investors shift focus to emerging markets,USER0438,38,Moderate,long-term growth,36-45
FUND07874,Axis Balanced Fund,Equity,7.49,Moderate,Markets rally as tech stocks gain momentum,USER0422,38,Moderate,child education,36-45
FUND07875,SBI Balanced Fund,Sectoral,26.12,Low,Index funds outperform actively managed peers,USER1274,42,Low,tax saving,36-45
FUND07876,ICICI Growth Fund,Hybrid,10.23,Low,Federal Reserve hints at interest rate cuts,USER1607,31,Moderate,long-term growth,26-35
FUND07877,Axis Index Fund,Sectoral,9.04,Low,Index funds outperform actively managed peers,USER1556,50,Moderate,short-term gain,46-60
FUND07878,HDFC Value Fund,Balanced,13.64,Low,Markets rally as tech stocks gain momentum,USER1108,38,Moderate,tax saving,36-45
FUND07879,Kotak Balanced Fund,Index,9.09,Moderate,Oil prices stabilize amid geopolitical tensions,USER0548,57,High,short-term gain,46-60
FUND07880,Kotak Balanced Fund,Index,14.0,Low,Economic growth forecasts revised upward,USER0388,43,High,child education,36-45
FUND07881,Axis Balanced Fund,Debt,5.4,Moderate,Index funds outperform actively managed peers,USER1245,65,Low,tax saving,
FUND07882,HDFC Balanced Fund,Equity,10.81,Low,Financial sector poised for recovery,USER1165,51,High,tax saving,46-60
FUND07883,Kotak Balanced Fund,Sectoral,18.43,Low,Oil prices stabilize amid geopolitical tensions,USER1898,41,Moderate,short-term gain,36-45
FUND07884,SBI Tax Saver Fund,Hybrid,11.71,Low,Index funds outperform actively managed peers,USER1281,26,Moderate,retirement,26-35
FUND07885,ICICI Balanced Fund,Equity,12.71,Moderate,Investors shift focus to emerging markets,USER1453,60,Low,child education,46-60
FUND07886,HDFC Tax Saver Fund,Equity,14.38,Low,Mutual funds see record inflows this quarter,USER1739,37,High,retirement,36-45
FUND07887,Kotak Balanced Fund,Balanced,17.85,Low,Investors shift focus to emerging markets,USER0249,39,Low,short-term gain,36-45
FUND07888,ICICI Value Fund,Sectoral,3.72,Low,Index funds outperform actively managed peers,USER0487,39,Moderate,tax saving,36-45
FUND07889,Axis Tax Saver Fund,Index,14.92,Low,Financial sector poised for recovery,USER1700,32,Moderate,retirement,26-35
FUND07890,Kotak Growth Fund,Equity,10.66,Low,Strong corporate earnings boost investor sentiment,USER1634,44,Moderate,short-term gain,36-45
FUND07891,HDFC Balanced Fund,Balanced,12.83,High,Markets rally as tech stocks gain momentum,USER1878,24,Moderate,child education,18-25
FUND07892,SBI Index Fund,Equity,17.3,Moderate,Strong corporate earnings boost investor sentiment,USER1930,46,Low,child education,46-60
FUND07893,ICICI Balanced Fund,Hybrid,6.03,Moderate,Oil prices stabilize amid geopolitical tensions,USER0867,57,Low,short-term gain,46-60
FUND07894,SBI Index Fund,Equity,6.94,High,Financial sector poised for recovery,USER1081,60,Moderate,retirement,46-60
FUND07895,SBI Value Fund,Sectoral,2.32,Moderate,Oil prices stabilize amid geopolitical tensions,USER1530,63,High,retirement,
FUND07896,HDFC Index Fund,Sectoral,9.25,High,Mutual funds see record inflows this quarter,USER0231,26,Moderate,short-term gain,26-35
FUND07897,ICICI Balanced Fund,Equity,18.65,Moderate,Federal Reserve hints at interest rate cuts,USER1419,46,High,short-term gain,46-60
FUND07898,SBI Balanced Fund,Debt,11.4,High,Economic growth forecasts revised upward,USER0336,32,Low,tax saving,26-35
FUND07899,ICICI Growth Fund,Index,5.3,High,Markets rally as tech stocks gain momentum,USER1171,27,Low,short-term gain,26-35
FUND07900,Axis Index Fund,Sectoral,9.57,Low,Investors shift focus to emerging markets,USER1856,60,High,tax saving,46-60
FUND07901,SBI Value Fund,Index,4.56,Moderate,Economic growth forecasts revised upward,USER0237,28,Low,child education,26-35
FUND07902,Axis Value Fund,Debt,6.37,Moderate,Financial sector poised for recovery,USER0156,22,Moderate,long-term growth,18-25
FUND07903,HDFC Growth Fund,Sectoral,13.94,Moderate,Mutual funds see record inflows this quarter,USER1436,64,High,short-term gain,
FUND07904,SBI Balanced Fund,Balanced,6.13,High,High-risk funds show unexpected performance,USER0774,26,Moderate,long-term growth,26-35
FUND07905,HDFC Growth Fund,Balanced,17.56,Moderate,High-risk funds show unexpected performance,USER0017,37,Low,child education,36-45
FUND07906,Axis Index Fund,Index,11.64,High,Mutual funds see record inflows this quarter,USER0657,27,Moderate,short-term gain,26-35
FUND07907,Axis Value Fund,Equity,12.43,Moderate,Investors shift focus to emerging markets,USER1577,25,Moderate,retirement,18-25
FUND07908,ICICI Index Fund,Balanced,10.61,Moderate,Economic growth forecasts revised upward,USER0213,25,High,long-term growth,18-25
FUND07909,HDFC Balanced Fund,Equity,15.86,High,Economic growth forecasts revised upward,USER1695,25,High,short-term gain,18-25
FUND07910,ICICI Tax Saver Fund,Equity,15.92,High,Index funds outperform actively managed peers,USER0325,27,Low,short-term gain,26-35
FUND07911,SBI Index Fund,Sectoral,13.68,Low,Strong corporate earnings boost investor sentiment,USER1744,60,High,tax saving,46-60
FUND07912,Axis Growth Fund,Balanced,14.82,High,Index funds outperform actively managed peers,USER1173,35,High,long-term growth,26-35
FUND07913,HDFC Balanced Fund,Debt,10.94,Low,Markets rally as tech stocks gain momentum,USER1712,63,High,child education,
FUND07914,HDFC Growth Fund,Index,14.71,Moderate,Oil prices stabilize amid geopolitical tensions,USER0546,42,High,tax saving,36-45
FUND07915,Kotak Index Fund,Equity,10.31,Moderate,Federal Reserve hints at interest rate cuts,USER0300,34,Low,child education,26-35
FUND07916,Axis Index Fund,Debt,12.01,Moderate,Economic growth forecasts revised upward,USER0936,35,Low,tax saving,26-35
FUND07917,ICICI Balanced Fund,Debt,10.63,Low,Oil prices stabilize amid geopolitical tensions,USER0454,55,Low,long-term growth,46-60
FUND07918,Axis Growth Fund,Sectoral,9.71,Moderate,Economic growth forecasts revised upward,USER0203,50,Low,tax saving,46-60
FUND07919,Kotak Balanced Fund,Equity,8.55,Low,High-risk funds show unexpected performance,USER1025,28,Moderate,long-term growth,26-35
FUND07920,Axis Tax Saver Fund,Balanced,14.34,Moderate,Index funds outperform actively managed peers,USER1414,22,Moderate,child education,18-25
